id	persName	qid	dvp_id
dvp_051_person_0	Emily Smid		dvp_0384
dvp_051_person_1	Hugh [P.] Savage		dvp_0385
dvp_051_person_2	Mr. Savage		dvp_0385
dvp_051_person_3	Edward MacBurney		dvp_0386
dvp_051_person_4	[Michael W.] “Mike” Parker [Class of 1964]		dvp_0387
dvp_051_person_5	Lyndon B. Johnson	Q9640	
dvp_051_person_6	Sebastian Junger	Q969298	
dvp_051_person_7	Caroline [Russell Savage]		dvp_0388
dvp_051_person_8	Caroline		dvp_0388
dvp_051_person_9	Larry		dvp_0389
dvp_051_person_10	John		dvp_0390
dvp_051_person_11	Larry		dvp_0389
dvp_051_person_12	John		dvp_0390
dvp_051_person_13	John		dvp_0390
dvp_051_person_14	Larry		dvp_0389
dvp_051_person_15	Professor [Edward G.] Miller		dvp_0039
dvp_051_person_16	[Frances S.] “Bud” [McGrath, Class of 1964]		dvp_0391
dvp_051_person_17	Bud		dvp_0391
dvp_051_person_18	John F. Kennedy	Q9696	
dvp_051_person_19	Lyndon B. Johnson	Q9640	
dvp_051_person_20	Professor Miller		dvp_0039
dvp_051_person_21	David		dvp_0392
dvp_051_person_22	David		dvp_0392
dvp_051_person_23	Sebastian Junger	Q969298	
