id	persName	QID	dvp_id
dvp_005_person_0	Alexa Sonnenfeld		
dvp_005_person_1	David Dawley		dvp_0073
dvp_005_person_2	David		dvp_0073
dvp_005_person_3	Dolly Ferguson [Dawley]		
dvp_005_person_4	Porter [W.] Dawley		
dvp_005_person_5	Frank[Ferguson]		
dvp_005_person_6	Uncle Frank		
dvp_005_person_7	Percy Ferguson		
dvp_005_person_8	John Hutchins		
dvp_005_person_9	Frances Alcock Hutchins		
dvp_005_person_10	Jeremiah Hutchins		
dvp_005_person_11	Richard Saltonstall		
dvp_005_person_12	Abigail [Hutchins]		
dvp_005_person_13	Jeremiah Hutchins		
dvp_005_person_14	Uncle Mike		
dvp_005_person_15	Mike		
dvp_005_person_16	Arthur Hutchins		
dvp_005_person_17	John Wayne	Q40531	
dvp_005_person_18	Chocorua		
dvp_005_person_19	[Richard J.] “Richie” Wolanski		
dvp_005_person_20	Marcel [H.] Klavian		
dvp_005_person_21	Nichols		
dvp_005_person_22	Stone		
dvp_005_person_23	[Barbara] ‘Barbie” Nichols [Kirwood]		
dvp_005_person_24	Carlton [D.] Nichols [Class of 1937]		
dvp_005_person_25	[Charles C.] “Charlie” Brooks [Class of 1936]		
dvp_005_person_26	[Edward T.] “Eddie” Chamberlain [Jr.		
dvp_005_person_27	Charlie Brooks		
dvp_005_person_28	Dwight D. Eisenhower	Q9916	
dvp_005_person_29	Dwight D. Eisenhower	Q9916	
dvp_005_person_30	Douglas MacArthur	Q127417	
dvp_005_person_31	[W.] Hart Perry		
dvp_005_person_32	[Bob] Blackman		
dvp_005_person_33	John Sloan Dickey	Q3182471	
dvp_005_person_34	“Herb” [Herbert F.] West		
dvp_005_person_35	Dwight D. Eisenhower	Q9916	
dvp_005_person_36	John F. Kennedy	Q9696	
dvp_005_person_37	Charles L. Bartlett	Q5079906	
dvp_005_person_38	John F. Kennedy	Q9696	
dvp_005_person_39	Jacqueline Kennedy Onassis	Q165421	
dvp_005_person_40	John F. Kennedy	Q9696	
dvp_005_person_41	John F. Kennedy	Q9696	
dvp_005_person_42	Robert F. Kennedy	Q25310	
dvp_005_person_43	[William R.] “Sarge” Brown	Q101500331	dvp_0037
dvp_005_person_44	Sarge Brown	Q101500331	dvp_0037
dvp_005_person_45	Pete Seibert	Q7172247	
dvp_005_person_46	Sarge Brown	Q101500331	dvp_0037
dvp_005_person_47	Sarge Brown	Q101500331	dvp_0037
dvp_005_person_48	Perry Mason	Q377529	
dvp_005_person_49	Perry Mason	Q377529	
dvp_005_person_50	John F. Kennedy	Q9696	
dvp_005_person_51	Joseph P. Kennedy Sr.	Q313696	
dvp_005_person_52	John F. Kennedy	Q9696	
dvp_005_person_53	John F. Kennedy	Q9696	
dvp_005_person_54	Miña María Huete [archivist note: spelling uncertain]		
dvp_005_person_55	María		
dvp_005_person_56	Samuel Morse	Q75698	
dvp_005_person_57	Henry Luce	Q516473	
dvp_005_person_58	David Halberstam	Q467156	
dvp_005_person_59	Theodore H. White	Q4392601	
dvp_005_person_60	Henry Luce	Q516473	
dvp_005_person_61	Oscar Lewis	Q1381703	
dvp_005_person_62	Che Guevara	Q5809	
dvp_005_person_63	T. E. Lawrence	Q170596	
dvp_005_person_64	[Joseph A.] “Joe” Farrell [III]		
dvp_005_person_65	John F. Kennedy	Q9696	
dvp_005_person_66	Tom Hayden	Q352953	
dvp_005_person_67	Jane Fonda	Q41142	
dvp_005_person_68	Alan Haber	Q4706790	
dvp_005_person_69	Alan Haber	Q4706790	
dvp_005_person_70	John F. Kennedy	Q9696	
dvp_005_person_71	I. F. Stone	Q2916247	
