id	persName	QID	dvp_id
dvp_007_person_0	Paul F. Danyow		dvp_0033
dvp_007_person_1	Robert Field		dvp_0487
dvp_007_person_2	Mr. Field		dvp_0487
dvp_007_person_3	Robert		dvp_0488
dvp_007_person_4	Jean [Field]		dvp_0489
dvp_007_person_5	Jim Durham		dvp_0490
dvp_007_person_6	[C.] Twiggs Myers		dvp_0491
dvp_007_person_7	John [E.] Godman		dvp_0492
dvp_007_person_8	Professor [Al] Carlson		dvp_0493
dvp_007_person_9	Professor Carlson		dvp_0493
dvp_007_person_10	Jake		dvp_0494
dvp_007_person_11	Brunswick		
dvp_007_person_12	Jake Ingram		dvp_0494
dvp_007_person_13	Roger Sullivan		dvp_0495
dvp_007_person_14	Elmo Zumwalt	Q666620	
dvp_007_person_15	John S. McCain, Jr.	Q665850	
dvp_007_person_16	Hyman G. Rickover	Q541637	
dvp_007_person_17	Hyman G. Rickover	Q541637	
dvp_007_person_18	Thomas Hinman Moorer	Q549310	
dvp_007_person_19	Thomas Hinman Moorer	Q549310	
dvp_007_person_20	Osama bin Laden	Q1317	
dvp_007_person_21	Lyndon B. Johnson	Q9640	
dvp_007_person_22	John F. Kennedy	Q9696	
dvp_007_person_23	Lyndon B. Johnson	Q9640	
dvp_007_person_24	John McCain	Q10390	
dvp_007_person_25	Mr. Field		dvp_0487
dvp_007_person_26	Richard Rodgers	Q269094	
dvp_007_person_27	Capt. [K. C.] Wallace		dvp_0496
dvp_007_person_28	Richmond K. Turner	Q728413	
dvp_007_person_29	Arleigh Burke	Q127730	
dvp_007_person_30	Douglas MacArthur	Q127417	
dvp_007_person_31	Douglas MacArthur	Q127417	
dvp_007_person_32	James D. Watkins	Q976990	
dvp_007_person_33	James D. Watkins	Q976990	
dvp_007_person_34	James D. Watkins	Q976990	
dvp_007_person_35	Elmo Zumwalt	Q666620	
dvp_007_person_36	Elmo Zumwalt	Q666620	
dvp_007_person_37	Capt. Wallace		dvp_0496
dvp_007_person_38	Professor [Edward G.] Miller’s		dvp_0039
dvp_007_person_39	Lyndon B. Johnson	Q9640	
dvp_007_person_40	Robert McNamara	Q191999	
dvp_007_person_41	Bob		dvp_0487
dvp_007_person_42	Bob		dvp_0487
dvp_007_person_43	Bob		dvp_0487
dvp_007_person_44	Bob		dvp_0487
dvp_007_person_45	Allen Welsh Dulles	Q317243	
dvp_007_person_46	John Foster Dulles	Q223677	
dvp_007_person_47	Babe Ruth	Q213812	
