id	persName	QID	dvp_id
dvp_037_person_0	Patrick [A.] Dellinger		dvp_0626
dvp_037_person_1	Gene R. Garthwaite	Q104637606	
dvp_037_person_2	Ralph [A.] Garthwaite		dvp_0627
dvp_037_person_3	Merle Quarne [Garthwaite]		dvp_0628
dvp_037_person_4	Beverly [Garthwaite Fisher]		dvp_0629
dvp_037_person_5	Elsie [Garthwaite Boss]		dvp_0630
dvp_037_person_6	Beverly		dvp_0629
dvp_037_person_7	Elsie		dvp_0630
dvp_037_person_8	Jonathon Mirsky	Q106813324	
dvp_037_person_9	Nikki Keddie	Q4117587	
dvp_037_person_10	Robert M. La Follette Jr.	Q377506	
dvp_037_person_11	Robert M. La Follette Jr.	Q377506	
dvp_037_person_12	Robert M. La Follette Jr.	Q377506	
dvp_037_person_13	Robert John Braidwood	Q933418	
dvp_037_person_14	Linda Braidwood	Q15129802	
dvp_037_person_15	Bruce Howe	Q106813773	
dvp_037_person_16	Robert John Braidwood	Q933418	
dvp_037_person_17	Mary Chubb	Q4506579	
dvp_037_person_18	Gustave E. von Grunebaum	Q78892	
dvp_037_person_19	Robert John Braidwood	Q933418	
dvp_037_person_20	Gustave E. von Grunebaum	Q78892	
dvp_037_person_21	Gustave E. von Grunebaum	Q78892	
dvp_037_person_22	Nikki Keddie	Q4117587	
dvp_037_person_23	Nikki Keddie	Q4117587	
dvp_037_person_24	Gustave E. von Grunebaum	Q78892	
dvp_037_person_25	Gustave E. von Grunebaum	Q78892	
dvp_037_person_26	Gustave E. von Grunebaum	Q78892	
dvp_037_person_27	Nikki Keddie	Q4117587	
dvp_037_person_28	Gustave E. von Grunebaum	Q78892	
dvp_037_person_29	Gustave E. von Grunebaum	Q78892	
dvp_037_person_30	Charles T. Wood	Q64223432	
dvp_037_person_31	Gustave E. von Grunebaum	Q78892	
dvp_037_person_32	Albert Einstein	Q937	
dvp_037_person_33	Gustave E. von Grunebaum	Q78892	
dvp_037_person_34	Gustave E. von Grunebaum	Q78892	
dvp_037_person_35	[Helen A.] Dillon		dvp_0631
dvp_037_person_36	Dillon		dvp_0631
dvp_037_person_37	Gene R. Garthwaite	Q104637606	
dvp_037_person_38	Gustave E. von Grunebaum	Q78892	
dvp_037_person_39	Nikki Keddie	Q4117587	
dvp_037_person_40	Ann Lambton	Q3617632	
dvp_037_person_41	George Wallace	Q313776	
dvp_037_person_42	Cesar Chavez	Q355425	
dvp_037_person_43	Louis Morton	Q106823724	
dvp_037_person_44	John Sloan Dickey	Q3182471	
dvp_037_person_45	Daniel Marx	Q5218063	
dvp_037_person_46	John George Kemeny	Q28900	
dvp_037_person_47	Marysa Navarro	Q104765715	
dvp_037_person_48	Leo Spitzer	Q78739	
dvp_037_person_49	Peter R. Slater	Q46938788	
dvp_037_person_50	Carolyn Eisenberg	Q106823736	
dvp_037_person_51	Leo [C.] Lee		dvp_0632
dvp_037_person_52	Jonathon Mirsky	Q106813324	
dvp_037_person_53	Jonathon Mirsky	Q106813324	
dvp_037_person_54	John Adams		dvp_0579
dvp_037_person_55	Louis Morton	Q106823724	
dvp_037_person_56	John Sloan Dickey	Q3182471	
dvp_037_person_57	[Meredith O.] “Mud” Clement		dvp_0633
dvp_037_person_58	John Sloan Dickey	Q3182471	
dvp_037_person_59	John F. Kennedy	Q9696	
dvp_037_person_60	Robert F. Kennedy	Q25310	
dvp_037_person_61	Martin Luther King Jr.	Q8027	
dvp_037_person_62	Ronald Reagan	Q9960	
dvp_037_person_63	Ronald Reagan	Q9960	
dvp_037_person_64	Patrick Dellinger		dvp_0626
dvp_037_person_65	Gene R. Garthwaite	Q104637606	
dvp_037_person_66	John Sloan Dickey	Q3182471	
dvp_037_person_67	John George Kemeny	Q28900	
dvp_037_person_68	Marysa Navarro	Q104765715	
dvp_037_person_69	John George Kemeny	Q28900	
dvp_037_person_70	Steven S. Rosenthal	Q106824237	
dvp_037_person_71	Kimberley Porteus	Q106824294	
dvp_037_person_72	John Sloan Dickey	Q3182471	
dvp_037_person_73	Frederick Davidson Roberts	Q106824332	
dvp_037_person_74	Hoyt Alverson	Q94535586	
dvp_037_person_75	Michael [J.] Herschensohn		dvp_0634
dvp_037_person_76	Charles T Wood	Q85502695	
dvp_037_person_77	Thomas Payne		
dvp_037_person_78	Waldo Chamberlin	Q59528892	
dvp_037_person_79	Waldo Chamberlin	Q59528892	
dvp_037_person_80	Curtis LeMay	Q15866	
dvp_037_person_81	Nikki Keddie	Q4117587	
dvp_037_person_82	Mario Savio	Q705051	
dvp_037_person_83	Richard Nixon	Q9588	
dvp_037_person_84	Henry Kissinger	Q66107	
dvp_037_person_85	Lyndon B. Johnson	Q9640	
dvp_037_person_86	James Wright	Q3161056	
dvp_037_person_87	Steven S. Rosenthal	Q106824237	
dvp_037_person_88	John George Kemeny	Q28900	
dvp_037_person_89	John Rassias	Q6254272	
dvp_037_person_90	John Rassias	Q6254272	
dvp_037_person_91	George Bernard Shaw	Q19185	
