id	persName	QID	dvp_id
dvp_071_person_0	Benjamin Weinstock		dvp_0417
dvp_071_person_1	Peter [H.] Zastrow		dvp_1177
dvp_071_person_2	Peter Zastrow		dvp_1177
dvp_071_person_3	Peter		dvp_1178
dvp_071_person_4	Mary Louise [Danforth] Zastrow		dvp_1179
dvp_071_person_5	Catherine [now Catherine Zastrow Onyemelukewe]		dvp_1180
dvp_071_person_6	Beth [Zastrow Hardy]		dvp_1181
dvp_071_person_7	Franklin Delano Roosevelt	Q8007	
dvp_071_person_8	Franklin Delano Roosevelt	Q8007	
dvp_071_person_9	Jimi Hendrix	Q5928	
dvp_071_person_10	Janis Joplin	Q1514	
dvp_071_person_11	Harry S Truman	Q11613	
dvp_071_person_12	Thomas E. Dewey	Q320061	
dvp_071_person_13	Woodrow Wilson	Q34296	
dvp_071_person_14	Harry S Truman	Q11613	
dvp_071_person_15	Douglas MacArthur	Q127417	
dvp_071_person_16	Douglas MacArthur	Q127417	
dvp_071_person_17	Harry S Truman	Q11613	
dvp_071_person_18	John Lewis	Q45380	
dvp_071_person_19	Medgar Evers	Q717985	
dvp_071_person_20	George Wallace	Q313776	
dvp_071_person_21	Bert Parks	Q4895262	
dvp_071_person_22	Georgi Dimitrov	Q155074	
dvp_071_person_23	Lee Frost	Q11242214	
dvp_071_person_24	Lewis B. Stillwell	Q432477	
dvp_071_person_25	John F. Kennedy	Q9696	
dvp_071_person_26	Barack Obama	Q76	
dvp_071_person_27	John F. Kennedy	Q9696	
dvp_071_person_28	John F. Kennedy	Q9696	
dvp_071_person_29	Ngo Dinh Diem	Q192502	
dvp_071_person_30	Lyndon B. Johnson	Q9640	
dvp_071_person_31	John F. Kennedy	Q9696	
dvp_071_person_32	Lyndon B. Johnson	Q9640	
dvp_071_person_33	John F. Kennedy	Q9696	
dvp_071_person_34	Lyndon B. Johnson	Q9640	
dvp_071_person_35	Lyndon B. Johnson	Q9640	
dvp_071_person_36	John F. Kennedy	Q9696	
dvp_071_person_37	Elvis Jacob Stahr, Jr.	Q1334312	
dvp_071_person_38	John F. Kennedy	Q9696	
dvp_071_person_39	J. William Fulbright	Q550255	
dvp_071_person_40	Robert McNamara	Q191999	
dvp_071_person_41	Curtis LeMay	Q15866	
dvp_071_person_42	Edwin Walker	Q562896	
dvp_071_person_43	Dwight D. Eisenhower	Q9916	
dvp_071_person_44	Jacqueline Kennedy Onassis	Q165421	
dvp_071_person_45	Aristotle Onassis	Q180455	
dvp_071_person_46	John F. Kennedy	Q9696	
dvp_071_person_47	Abbie Hoffman	Q306514	
dvp_071_person_48	Jerry Garcia	Q312870	
dvp_071_person_49	Chuck Berry	Q5921	
dvp_071_person_50	Janis Joplin	Q1514	
dvp_071_person_51	Jimi Hendrix	Q5928	
dvp_071_person_52	Richie Havens	Q505285	
dvp_071_person_53	John Kerry	Q22316	
dvp_071_person_54	Jane Fonda	Q41142	
dvp_071_person_55	Tom Hayden	Q352953	
dvp_071_person_56	Hugh Hefner	Q194280	
dvp_071_person_57	Richard Nixon	Q9588	
dvp_071_person_58	Ron Kovic	Q530602	
dvp_071_person_59	Richard Nixon	Q9588	
dvp_071_person_60	Richard Nixon	Q9588	
dvp_071_person_61	John Percival	Q6252541	
dvp_071_person_62	Bảo Đại	Q223771	
dvp_071_person_63	Bernie Sanders	Q359442	
dvp_071_person_64	Linda		
dvp_071_person_65	Bella Abzug	Q464724	
dvp_071_person_66	Manuel Noriega	Q192667	
dvp_071_person_67	Mr. Zastrow		dvp_1177
