id	persName	QID	dvp_id
dvp_052_person_0	Ellen [P.] Li		dvp_1018
dvp_052_person_1	[Jeffrey L.] “Jeff” Rogers		dvp_1019
dvp_052_person_2	William P. Rogers	Q433180	
dvp_052_person_3	William P. Rogers	Q433180	
dvp_052_person_4	Adele Langston Rogers	Q108911774	
dvp_052_person_5	Dale Rogers Marshall	Q19666708	
dvp_052_person_6	[Anthony W.] “Tony,”		dvp_1015
dvp_052_person_7	[Douglas L.] “Doug,”		dvp_1017
dvp_052_person_8	Douglas L. Altshuler	Q46352885	
dvp_052_person_9	Richard Nixon	Q9588	
dvp_052_person_10	Dwight D. Eisenhower	Q9916	
dvp_052_person_11	Alger Hiss	Q549966	
dvp_052_person_12	Richard Nixon	Q9588	
dvp_052_person_13	Richard Nixon	Q9588	
dvp_052_person_14	Richard Nixon	Q9588	
dvp_052_person_15	Julie Nixon Eisenhower	Q1770472	
dvp_052_person_16	Tricia Nixon Cox	Q7841119	
dvp_052_person_17	Robert McNamara	Q191999	
dvp_052_person_18	Robert McNamara	Q191999	
dvp_052_person_19	Lyndon B. Johnson	Q9640	
dvp_052_person_20	Richard Nixon	Q9588	
dvp_052_person_21	Dwight D. Eisenhower	Q9916	
dvp_052_person_22	Lyndon B. Johnson	Q9640	
dvp_052_person_23	Richard Nixon	Q9588	
dvp_052_person_24	Richard Nixon	Q9588	
dvp_052_person_25	Harvey [K.] LeSure	Q108911817	
dvp_052_person_26	Harvey [K.] LeSure	Q108911817	
dvp_052_person_27	Bob Blackman	Q4931848	
dvp_052_person_28	John F. Kennedy	Q9696	
dvp_052_person_29	Robert F. Kennedy	Q25310	
dvp_052_person_30	Robert F. Kennedy	Q25310	
dvp_052_person_31	John F. Kennedy	Q9696	
dvp_052_person_32	John F. Kennedy	Q9696	
dvp_052_person_33	Martin Luther King Jr.	Q8027	
dvp_052_person_34	Harvey [K.] LeSure	Q108911817	
dvp_052_person_35	Harvey [K.] LeSure	Q108911817	
dvp_052_person_36	Lewis Blaine Hershey	Q6536326	
dvp_052_person_37	Lewis Blaine Hershey	Q6536326	
dvp_052_person_38	Lewis Blaine Hershey	Q6536326	
dvp_052_person_39	Lewis Blaine Hershey	Q6536326	
dvp_052_person_40	Richard Nixon	Q9588	
dvp_052_person_41	Richard Nixon	Q9588	
dvp_052_person_42	Richard Nixon	Q9588	
dvp_052_person_43	Richard Nixon	Q9588	
dvp_052_person_44	Ellen Li		dvp_1018
dvp_052_person_45	Jeff Rogers		dvp_1019
dvp_052_person_46	Walter Cronkite	Q31073	
dvp_052_person_47	Walter Cronkite	Q31073	
dvp_052_person_48	Lyndon B. Johnson	Q9640	
dvp_052_person_49	Richard Nixon	Q9588	
dvp_052_person_50	Richard Nixon	Q9588	
dvp_052_person_51	Melvin Laird	Q499056	
dvp_052_person_52	Melvin Laird	Q499056	
dvp_052_person_53	Richard Nixon	Q9588	
dvp_052_person_54	Henry Kissinger	Q66107	
dvp_052_person_55	Bill Clinton	Q1124	
dvp_052_person_56	Hillary Clinton	Q6294	
dvp_052_person_57	Richard Nixon	Q9588	
dvp_052_person_58	Richard Nixon	Q9588	
dvp_052_person_59	Richard Nixon	Q9588	
dvp_052_person_60	Harry Robbins Haldeman	Q958413	
dvp_052_person_61	John Ehrlichman	Q1699957	
dvp_052_person_62	Richard Nixon	Q9588	
dvp_052_person_63	Ronald Reagan	Q9960	
dvp_052_person_64	Lyndon B. Johnson	Q9640	
dvp_052_person_65	Richard Nixon	Q9588	
dvp_052_person_66	Robert McNamara	Q191999	
dvp_052_person_67	Barack Obama	Q76	
dvp_052_person_68	Ellen		dvp_1018
