id	persName	QID	dvp_id
dvp_055_person_0	Emily [H.] Burack		dvp_0116
dvp_055_person_1	Arnold Resnicoff	Q4795216	
dvp_055_person_2	Anne Frank	Q4583	
dvp_055_person_3	Bernie Sanders	Q359442	
dvp_055_person_4	Eugène Ionesco	Q46706	
dvp_055_person_5	Susannah Heschel	Q7648724	
dvp_055_person_6	Abraham Joshua Heschel	Q215833	
dvp_055_person_7	Chaim Herzog	Q295141	
dvp_055_person_8	Jacob Neusner	Q1384317	
dvp_055_person_9	[Rabbi Edward] Boraz		dvp_0511
dvp_055_person_10	Boraz		dvp_0511
dvp_055_person_11	Rod Alexander	Q13035943	
dvp_055_person_12	Richard Nixon	Q9588	
dvp_055_person_13	Lester L. Westling, Jr.	Q6531896	
dvp_055_person_14	Abraham Joshua Heschel	Q215833	
dvp_055_person_15	Martin Luther King Jr.	Q8027	
dvp_055_person_16	Emily Burack		dvp_0116
dvp_055_person_17	Arnold Resnicoff	Q4795216	
dvp_055_person_18	Allen [H.] Soifert		dvp_0512
dvp_055_person_19	Allen Soifert		dvp_0512
dvp_055_person_20	Allen		dvp_0512
dvp_055_person_21	Allen		dvp_0512
dvp_055_person_22	George H. W. Bush	Q23505	
dvp_055_person_23	Paul X. Kelley	Q2063239	
dvp_055_person_24	George H. W. Bush	Q23505	
dvp_055_person_25	Ronald Reagan	Q9960	
dvp_055_person_26	Ronald Reagan	Q9960	
dvp_055_person_27	Jerry Falwell	Q313896	
dvp_055_person_28	Father George [W.] Pucciarelli		dvp_0513
dvp_055_person_29	Ronald Reagan	Q9960	
dvp_055_person_30	Jan Scruggs	Q6149885	
dvp_055_person_31	Jan Scruggs	Q6149885	
dvp_055_person_32	Bernie Sanders	Q359442	
dvp_055_person_33	Dwight D. Eisenhower	Q9916	
dvp_055_person_34	Dwight D. Eisenhower	Q9916	
dvp_055_person_35	Dwight D. Eisenhower	Q9916	
dvp_055_person_36	Jimmy Carter	Q23685	
dvp_055_person_37	George H. W. Bush	Q23505	
dvp_055_person_38	Martin Luther King Jr.	Q8027	
dvp_055_person_39	Aura Herzog	Q2899899	
dvp_055_person_40	Martin Luther King Jr.	Q8027	
dvp_055_person_41	Misrad Hadatot		
dvp_055_person_42	Wesley Clark	Q159478	
dvp_055_person_43	Nelson Mandela	Q8023	
dvp_055_person_44	Nelson Mandela	Q8023	
