id	persName	QID	dvp_id
dvp_021_person_0	Hannah Chung		dvp_0565
dvp_021_person_1	Lee Chilcote		dvp_0411
dvp_021_person_2	John George Kemeny	Q28900	
dvp_021_person_3	Thomas Eugene Kurtz	Q1387801	
dvp_021_person_4	Thomas Eugene Kurtz	Q1387801	
dvp_021_person_5	Karl B. Michael		dvp_0719
dvp_021_person_6	Peter D. Dimancescu		
dvp_021_person_7	William W. Fitzhugh	Q8019783	
dvp_021_person_8	Major Philip Frazier		dvp_0736
dvp_021_person_9	Major Frazier		dvp_0736
dvp_021_person_10	Philip Frazier		dvp_0736
dvp_021_person_11	John F. Kennedy	Q9696	
dvp_021_person_12	Major Frazier		dvp_0736
dvp_021_person_13	Major Frazier		dvp_0736
dvp_021_person_14	Major Frazier		dvp_0736
dvp_021_person_15	Chesty Puller	Q1386011	
dvp_021_person_16	Lyndon B. Johnson	Q9640	
dvp_021_person_17	Che Guevara	Q5809	
dvp_021_person_18	Che Guevara	Q5809	
dvp_021_person_19	Che Guevara	Q5809	
dvp_021_person_20	Hannah Chung		dvp_0565
dvp_021_person_21	Lee Chilcote		dvp_0411
dvp_021_person_22	Lee Chilcote		dvp_0411
