id	persName	QID	dvp_id
dvp_060_person_0	Anne Reed-Weston		dvp_0317
dvp_060_person_1	Thaddeus Seymour	Q19594809	
dvp_060_person_2	Thaddeus Seymour	Q19594809	
dvp_060_person_3	Thaddeus Seymour	Q19594809	
dvp_060_person_4	Whitney North Seymour, Jr.	Q7996730	
dvp_060_person_5	Whitney North Seymour, Jr.	Q7996730	
dvp_060_person_6	Angelo Herndon	Q4762893	
dvp_060_person_7	John Sloan Dickey	Q3182471	
dvp_060_person_8	Polly Gnagy		dvp_0514
dvp_060_person_9	[Donald H.] “Don” Morrison	Q106575128	
dvp_060_person_10	Polly		dvp_0514
dvp_060_person_11	[the Rev.] George [H.] Kalbfleisch		dvp_0516
dvp_060_person_12	Ken Robinson	Q718012	
dvp_060_person_13	John W. Finch	Q64968170	
dvp_060_person_14	William Shakespeare	Q692	
dvp_060_person_15	[Francis W.] “Fran” Gramlich		dvp_0517
dvp_060_person_16	Charles [F. “Doc”] Dey		dvp_0515
dvp_060_person_17	Charlie Dey		dvp_0515
dvp_060_person_18	John Sloan Dickey	Q3182471	
dvp_060_person_19	John Rassias	Q6254272	
dvp_060_person_20	John Sloan Dickey	Q3182471	
dvp_060_person_21	William Shakespeare	Q692	
dvp_060_person_22	William Shakespeare	Q692	
dvp_060_person_23	William Faulkner	Q38392	
dvp_060_person_24	Joseph Conrad	Q82925	
dvp_060_person_25	Polly		dvp_0514
dvp_060_person_26	Charlie Dey		dvp_0515
dvp_060_person_27	Jay [C]. Whitehair [Jr., Class of 1955]		dvp_0519
dvp_060_person_28	Albert I. Dickerson	Q106575032	
dvp_060_person_29	Jack		
dvp_060_person_30	Jack		
dvp_060_person_31	Dwight D. Eisenhower	Q9916	
dvp_060_person_32	Dwight D. Eisenhower	Q9916	
dvp_060_person_33	Martin Luther King Jr.	Q8027	
dvp_060_person_34	Richard Unsworth	Q106073288	
dvp_060_person_35	Ernest Martin Hopkins	Q3057075	
dvp_060_person_36	Charlie Chaplin	Q882	
dvp_060_person_37	Donald Morrison	Q106575128	
dvp_060_person_38	Albert I. Dickerson	Q106575032	
dvp_060_person_39	Thaddeus Seymour	Q19594809	
dvp_060_person_40	Donald Morrison	Q106575128	
dvp_060_person_41	Polly		dvp_0514
dvp_060_person_42	[Stuart J.] “Jack” Stebbins’		dvp_0518
dvp_060_person_43	John Sloan Dickey	Q3182471	
dvp_060_person_44	Walter R. Peterson	Q888929	
dvp_060_person_45	David Bradley	Q92970	
dvp_060_person_46	David Bradley	Q92970	
dvp_060_person_47	Ann Reed-Weston		dvp_0317
dvp_060_person_48	Thaddeus Seymour	Q19594809	
dvp_060_person_49	Thaddeus Seymour	Q19594809	
dvp_060_person_50	Jonathan Mirsky		dvp_0520
dvp_060_person_51	Jonathan Mirsky		dvp_0520
dvp_060_person_52	Mario Savio	Q705051	
dvp_060_person_53	Dick Unsworth		dvp_0521
dvp_060_person_54	Lyndon B. Johnson	Q9640	
dvp_060_person_55	David R. Smith	Q947925	
dvp_060_person_56	Hillary Clinton	Q6294	
dvp_060_person_57	David R. Smith	Q947925	
dvp_060_person_58	David R Weber	Q42320442	
dvp_060_person_59	David R Weber	Q42320442	
dvp_060_person_60	David R Weber	Q42320442	
dvp_060_person_61	David R Weber	Q42320442	
dvp_060_person_62	Doc Dey		dvp_0515
dvp_060_person_63	Doc		dvp_0515
dvp_060_person_64	Esther [P. Torrey]		dvp_0522
dvp_060_person_65	John Sloan Dickey	Q3182471	
dvp_060_person_66	Abigail [C. Seymour]		dvp_0523
dvp_060_person_67	Polly		dvp_0514
dvp_060_person_68	Abigail		dvp_0523
dvp_060_person_69	Polly		dvp_0514
dvp_060_person_70	Abigail		dvp_0523
dvp_060_person_71	William Shakespeare	Q692	
dvp_060_person_72	[Robert B.] “Bob” Reich [Class of 1968]		dvp_0524
dvp_060_person_73	Bob Reiches		dvp_0524
dvp_060_person_74	Bob		dvp_0524
dvp_060_person_75	David [H.] Green [Class of 1971]		dvp_0012
dvp_060_person_76	George Randolph Kalbfleisch	Q5543716	
dvp_060_person_77	George Wallace	Q313776	
dvp_060_person_78	Ann Reed-Weston		dvp_0317
dvp_060_person_79	Thaddeus Seymour	Q19594809	
dvp_060_person_80	John Sloan Dickey	Q3182471	
dvp_060_person_81	David Bradley	Q92970	
dvp_060_person_82	John Sloan Dickey	Q3182471	
dvp_060_person_83	John Sloan Dickey	Q3182471	
dvp_060_person_84	John [G.] Spritzler [Class of 1968]		dvp_0013
dvp_060_person_85	Thaddeus Seymour	Q19594809	
dvp_060_person_86	Spritzler		dvp_0013
dvp_060_person_87	Matthew Wiencke	Q21524601	
dvp_060_person_88	Matthew Wiencke	Q21524601	
