id	persName	QID	dvp_id
dvp_048_person_0	Hannah Markowitz		dvp_0257
dvp_048_person_1	[Michael W.] “Mike” Parker		dvp_0387
dvp_048_person_2	Robert [G. Parker]		dvp_0421
dvp_048_person_3	Ruth [Trickey] Parker		dvp_0422
dvp_048_person_4	Anna [M. Parker]		dvp_0423
dvp_048_person_5	Margaret Chase Smith	Q456750	
dvp_048_person_6	Dwight D. Eisenhower	Q9916	
dvp_048_person_7	[C. Allison] “Al” Merrill		dvp_0424
dvp_048_person_8	Elmo Zumwalt	Q666620	
dvp_048_person_9	Elmo Zumwalt	Q666620	
dvp_048_person_10	Elmo Zumwalt	Q666620	
dvp_048_person_11	Elmo Zumwalt	Q666620	
dvp_048_person_14	Fidel Castro	Q11256	
dvp_048_person_15	[Albert I.] Dickerson [Class of 1930]		dvp_0124
dvp_048_person_16	Elmo Zumwalt	Q666620	
dvp_048_person_17	Elmo Zumwalt	Q666620	
dvp_048_person_18	Elmo Zumwalt	Q666620	
dvp_048_person_19	Elmo Zumwalt	Q666620	
dvp_048_person_20	Elmo Zumwalt	Q666620	
dvp_048_person_21	Elmo Zumwalt	Q666620	
dvp_048_person_22	Mike		dvp_0387
dvp_048_person_23	Elmo Zumwalt	Q666620	
dvp_048_person_24	Elmo Zumwalt	Q666620	
dvp_048_person_25	Abraham Maslow	Q23357	
dvp_048_person_26	Elmo Zumwalt	Q666620	
dvp_048_person_27	Elmo Zumwalt	Q666620	
