id	persName	QID	dvp_id
dvp_030_person_0	Hannah Markowitz		dvp_0257
dvp_030_person_1	[William P.] “Bill” Link		dvp_0258
dvp_030_person_2	Bill		
dvp_030_person_3	John F. Kennedy	Q9696	
dvp_030_person_4	Roger Staubach	Q736932	
dvp_030_person_5	Buddy Small		dvp_0261
dvp_030_person_6	Hofstetter		
dvp_030_person_7	Jeanne		dvp_0259
dvp_030_person_8	John Kerry	Q22316	
dvp_030_person_9	Nichole		dvp_0260
dvp_030_person_10	Nichole		dvp_0260
