id	persName	QID	dvp_id
dvp_028_person_0	Albert Fusonie		dvp_0559
dvp_028_person_1	Albert T. Fusonie		dvp_0559
dvp_028_person_2	Bob Blackman	Q4931848	
dvp_028_person_3	Mm-hm		
dvp_028_person_4	Hamilton		
dvp_028_person_5	Dylan Thomas	Q191023	
dvp_028_person_6	Mm-hm		
dvp_028_person_7	John F. Kennedy	Q9696	
dvp_028_person_8	John F. Kennedy	Q9696	
dvp_028_person_9	John F. Kennedy	Q9696	
dvp_028_person_10	Ho Chi Minh	Q36014	
dvp_028_person_11	Barry Goldwater	Q319129	
dvp_028_person_12	Lyndon B. Johnson	Q9640	
dvp_028_person_13	John F. Kennedy	Q9696	
dvp_028_person_14	Max		
dvp_028_person_15	"FUSONIE	"		
