id	persName	QID	dvp_id
dvp_045_person_0	Angela Noppenberger		dvp_0262
dvp_045_person_1	Thomas Miller		dvp_0263
dvp_045_person_2	Miller		dvp_0263
dvp_045_person_3	Martin D. Miller		dvp_0264
dvp_045_person_4	Esther L. Miller		dvp_0265
dvp_045_person_5	George S. Patton	Q186492	
dvp_045_person_6	Beloit		
dvp_045_person_7	[Daniel J.] “Dan” Walden		dvp_0266
dvp_045_person_8	Donald [McK] Boardman		dvp_0267
dvp_045_person_9	Dan Walden		dvp_0266
dvp_045_person_10	Don		dvp_0267
dvp_045_person_11	Lieutenant Miller		dvp_0263
dvp_045_person_12	Miller		dvp_0263
dvp_045_person_13	Sgt. Sanh		
dvp_045_person_14	Ho Chi Minh	Q36014	
dvp_045_person_15	Võ Nguyên Giáp	Q179910	
dvp_045_person_16	Joseph McCarthy	Q189197	
dvp_045_person_17	Ho Chi Minh	Q36014	
dvp_045_person_18	Douglas Haig, 1st Earl Haig	Q312564	
dvp_045_person_19	Lyndon B. Johnson	Q9640	
dvp_045_person_20	Robert McNamara	Q191999	
dvp_045_person_21	Robert McNamara	Q191999	
dvp_045_person_22	Angela Noppenberger		dvp_0262
dvp_045_person_23	Thomas Miller		dvp_0263
