id	persName	QID	dvp_id
dvp_076_person_0	Patrick [A.] Dellinger		dvp_0626
dvp_076_person_1	Peter Bien	Q1564074	
dvp_076_person_2	Adolph Frederick Bien		dvp_0679
dvp_076_person_3	Harriet [Honigsberg Bien]		dvp_0680
dvp_076_person_4	Peter Bien	Q1564074	
dvp_076_person_5	Vladimir Horowitz	Q192506	
dvp_076_person_6	Arthur Rubinstein	Q183182	
dvp_076_person_7	Arturo Toscanini	Q13003	
dvp_076_person_8	Franklin Delano Roosevelt	Q8007	
dvp_076_person_9	Herbert Hoover	Q35236	
dvp_076_person_10	Franklin Delano Roosevelt	Q8007	
dvp_076_person_11	Franklin Delano Roosevelt	Q8007	
dvp_076_person_12	Richard Warren Hatch		dvp_0681
dvp_076_person_13	Peter Bien	Q1564074	
dvp_076_person_14	Frank [L.] Boyden		dvp_0682
dvp_076_person_15	[David S.] “Dave” Richie		dvp_0683
dvp_076_person_16	William Ernest Hocking	Q779523	
dvp_076_person_17	William Ernest Hocking	Q779523	
dvp_076_person_18	Douglas V. Steere	Q5302051	
dvp_076_person_19	Rufus Jones	Q2713471	
dvp_076_person_20	Douglas V. Steere	Q5302051	
dvp_076_person_21	Søren Kierkegaard	Q6512	
dvp_076_person_22	Søren Kierkegaard	Q6512	
dvp_076_person_23	Alec [Bien]		dvp_0684
dvp_076_person_24	Douglas V. Steere	Q5302051	
dvp_076_person_25	Dorothy [MacEachron Steere] (“Dot”)		dvp_0685
dvp_076_person_26	Rudolf Steiner	Q78484	
dvp_076_person_27	Donald S. Harrington	Q1240323	
dvp_076_person_28	Donald S. Harrington	Q1240323	
dvp_076_person_29	George Cadbury	Q3272164	
dvp_076_person_30	Mahatma Gandhi	Q1001	
dvp_076_person_31	Nikos Kazantzakis	Q214622	
dvp_076_person_32	Nikos Kazantzakis	Q214622	
dvp_076_person_33	Stratis Myrivilis	Q1602581	
dvp_076_person_34	[Arthur E.] Jensen		dvp_0686
dvp_076_person_35	John [W.] Finch		dvp_0687
dvp_076_person_36	Peter Bien	Q1564074	
dvp_076_person_37	Peter Bien	Q1564074	
dvp_076_person_38	Peter Bien	Q1564074	
dvp_076_person_39	John Sloan Dickey	Q3182471	
dvp_076_person_40	Thomas Mann	Q37030	
dvp_076_person_41	Marcel Proust	Q7199	
dvp_076_person_42	Franz Kafka	Q905	
dvp_076_person_43	Jose Clemente Orozco	Q332041	
dvp_076_person_44	Jose Clemente Orozco	Q332041	
dvp_076_person_45	Mario rivera	Q171128	
dvp_076_person_46	Mario rivera	Q171128	
dvp_076_person_47	Mario rivera	Q171128	
dvp_076_person_48	Vladimir Lenin	Q1394	
dvp_076_person_49	Nelson Rockefeller	Q11237	
dvp_076_person_50	Vladimir Lenin	Q1394	
dvp_076_person_51	Mario rivera	Q171128	
dvp_076_person_52	Vladimir Lenin	Q1394	
dvp_076_person_53	Ernest Martin Hopkins	Q3057075	
dvp_076_person_54	David T. McLaughlin	Q5240250	
dvp_076_person_55	David T. McLaughlin	Q5240250	
dvp_076_person_56	David T. McLaughlin	Q5240250	
dvp_076_person_57	Adolf Hitler	Q352	
dvp_076_person_58	[Peter C.] Sorlien [pronounced sohr-LEEN, Class of 1971]		dvp_0688
dvp_076_person_59	John Sloan Dickey	Q3182471	
dvp_076_person_60	Benito Mussolini	Q23559	
dvp_076_person_61	Peter Bien	Q1564074	
dvp_076_person_62	Henri Bergson	Q42156	
dvp_076_person_63	Hans H. Penner	Q94943782	
dvp_076_person_64	Peter Bien	Q1564074	
dvp_076_person_65	Henri Bergson	Q42156	
dvp_076_person_66	[William W.] “Bill” Ballard [Class of 1928]		dvp_0689
dvp_076_person_67	John Sloan Dickey	Q3182471	
dvp_076_person_68	John Sloan Dickey	Q3182471	
dvp_076_person_69	John Sloan Dickey	Q3182471	
dvp_076_person_70	James O. Freedman	Q3161314	
dvp_076_person_71	James Wright	Q3161056	
dvp_076_person_72	Peter Bien	Q1564074	
