id	persName	QID	dvp_id
dvp_069_person_0	Alexa [P.] Sonnenfeld		dvp_0089
dvp_069_person_1	Curt [R.] Welling		dvp_1183
dvp_069_person_2	Curt		dvp_1183
dvp_069_person_3	Helen Otto, O-t-t-o, Welling		dvp_1184
dvp_069_person_4	Otto		dvp_1184
dvp_069_person_5	Roger B., as in boy, Welling		dvp_1185
dvp_069_person_6	Norman Rockwell	Q271884	
dvp_069_person_7	Saul Alinsky	Q25649	
dvp_069_person_8	Ronald Reagan	Q9960	
dvp_069_person_9	Dwight D. Eisenhower	Q9916	
dvp_069_person_10	Martin Luther King Jr.	Q8027	
dvp_069_person_11	Daniel Moynihan	Q76082692	
dvp_069_person_12	Daniel Moynihan	Q76082692	
dvp_069_person_13	Daniel Moynihan	Q76082692	
dvp_069_person_14	Dwight D. Eisenhower	Q9916	
dvp_069_person_15	Barry Goldwater	Q319129	
dvp_069_person_16	John F. Kennedy	Q9696	
dvp_069_person_17	John F. Kennedy	Q9696	
dvp_069_person_18	Richard Nixon	Q9588	
dvp_069_person_19	Walter Cronkite	Q31073	
dvp_069_person_20	Howard K. Smith	Q4260204	
dvp_069_person_21	Chet Huntley	Q796122	
dvp_069_person_22	David Brinkley	Q766880	
dvp_069_person_23	Abby Wambach	Q233112	
dvp_069_person_24	Abby Wambach	Q233112	
dvp_069_person_25	Abby Wambach	Q233112	
dvp_069_person_26	Bob Dylan	Q392	
dvp_069_person_27	[Katharine] “Kathy” [who became Welling]		dvp_1186
dvp_069_person_28	Bob Blackman	Q4931848	
dvp_069_person_29	Meryl Streep	Q873	
dvp_069_person_30	James Epperson	Q101111767	
dvp_069_person_31	Richard Nixon	Q9588	
dvp_069_person_32	Robert Reich	Q718828	
dvp_069_person_33	Robert Reich	Q718828	
dvp_069_person_34	Eugene McCarthy	Q380550	
dvp_069_person_35	Lyndon B. Johnson	Q9640	
dvp_069_person_36	Lyndon B. Johnson	Q9640	
dvp_069_person_37	Eugene McCarthy	Q380550	
dvp_069_person_38	Lyndon B. Johnson	Q9640	
dvp_069_person_39	Eugene McCarthy	Q380550	
dvp_069_person_40	Lyndon B. Johnson	Q9640	
dvp_069_person_41	Eugene McCarthy	Q380550	
dvp_069_person_42	John F. Kennedy	Q9696	
dvp_069_person_43	Richard Nixon	Q9588	
dvp_069_person_44	Alger Hiss	Q549966	
dvp_069_person_45	George McGovern	Q331742	
dvp_069_person_46	Hubert Humphrey	Q209989	
dvp_069_person_47	George McGovern	Q331742	
dvp_069_person_48	Curt Welling		dvp_1183
dvp_069_person_49	Walter Cronkite	Q31073	
dvp_069_person_50	Richard Nixon	Q9588	
dvp_069_person_51	John Sloan Dickey	Q3182471	
dvp_069_person_52	John George Kemeny	Q28900	
dvp_069_person_53	John George Kemeny	Q28900	
dvp_069_person_54	John Sloan Dickey	Q3182471	
dvp_069_person_55	John George Kemeny	Q28900	
dvp_069_person_56	John George Kemeny	Q28900	
dvp_069_person_57	John George Kemeny	Q28900	
dvp_069_person_58	John George Kemeny	Q28900	
dvp_069_person_59	John George Kemeny	Q28900	
dvp_069_person_60	John George Kemeny	Q28900	
dvp_069_person_61	John George Kemeny	Q28900	
dvp_069_person_62	John George Kemeny	Q28900	
dvp_069_person_63	Tom Cruise	Q37079	
dvp_069_person_64	Richard Nixon	Q9588	
dvp_069_person_65	Gerald Ford	Q9582	
dvp_069_person_66	Jimmy Carter	Q23685	
dvp_069_person_67	Jimmy Carter	Q23685	
dvp_069_person_68	Jimmy Carter	Q23685	
dvp_069_person_69	Ronald Reagan	Q9960	
dvp_069_person_70	Ronald Reagan	Q9960	
dvp_069_person_71	Ronald Reagan	Q9960	
dvp_069_person_72	Ronald Reagan	Q9960	
dvp_069_person_73	Jimmy Carter	Q23685	
dvp_069_person_74	Ronald Reagan	Q9960	
dvp_069_person_75	Bill Clinton	Q1124	
dvp_069_person_76	Bill Clinton	Q1124	
dvp_069_person_77	George H. W. Bush	Q23505	
dvp_069_person_78	Jimmy Carter	Q23685	
dvp_069_person_79	Gloria Steinem	Q231178	
dvp_069_person_80	Gloria Steinem	Q231178	
dvp_069_person_81	Betty Friedan	Q234604	
dvp_069_person_82	Edward Miller	Q107606594	
dvp_069_person_83	Edward Miller	Q107606594	
dvp_069_person_84	[Ronald G.] Shaiko’s		dvp_1188
dvp_069_person_85	Charles Wheelan	Q5083482	
dvp_069_person_86	Charles Wheelan	Q5083482	
dvp_069_person_87	Mr. Welling		dvp_1183
dvp_069_person_88	Ronald Reagan	Q9960	
dvp_069_person_89	Robert F. Kennedy	Q25310	
dvp_069_person_90	John F. Kennedy	Q9696	
dvp_069_person_91	Martin Luther King Jr.	Q8027	
dvp_069_person_92	Robert F. Kennedy	Q25310	
dvp_069_person_93	Martin Luther King Jr.	Q8027	
dvp_069_person_94	[Wallace L., II] “Wally” Ford [Class of 1970]		dvp_1189
dvp_069_person_95	Martin Luther King Jr.	Q8027	
dvp_069_person_96	Robert F. Kennedy	Q25310	
dvp_069_person_97	Robert F. Kennedy	Q25310	
dvp_069_person_98	Robert F. Kennedy	Q25310	
dvp_069_person_99	John F. Kennedy	Q9696	
dvp_069_person_100	Robert F. Kennedy	Q25310	
dvp_069_person_101	Ronald Reagan	Q9960	
