id	persName	QID	dvp_id
dvp_082_person_0	David [J.] Mannes		dvp_0869
dvp_082_person_1	George [A.] Cooke [Jr.]		dvp_0870
dvp_082_person_2	Dwight D. Eisenhower	Q9916	
dvp_082_person_3	John F. Kennedy	Q9696	
dvp_082_person_4	Leon Trotsky	Q33391	
dvp_082_person_5	Lee Harvey Oswald	Q48745	
dvp_082_person_6	Joseph McCarthy	Q189197	
dvp_082_person_7	Tom Cruise	Q37079	
dvp_082_person_8	Howard Zinn	Q119546	
dvp_082_person_9	George Washington	Q23	
dvp_082_person_10	Richard Hovey	Q1548482	
dvp_082_person_11	Eleazar Wheelock	Q925988	
dvp_082_person_12	John F. Kennedy	Q9696	
dvp_082_person_13	John Kerry	Q22316	
dvp_082_person_14	John F. Kennedy	Q9696	
dvp_082_person_15	David		
dvp_082_person_16	Meryl Streep	Q873	
dvp_082_person_17	Malcolm X	Q43303	
dvp_082_person_18	George Wallace	Q313776	
dvp_082_person_19	Martin Luther King Jr.	Q8027	
dvp_082_person_20	Bob Dylan	Q392	
dvp_082_person_21	George Wallace	Q313776	
dvp_082_person_22	John Sloan Dickey	Q3182471	
dvp_082_person_23	David		
dvp_082_person_24	John Sloan Dickey	Q3182471	
dvp_082_person_25	Da Nang		
dvp_082_person_26	Marcel Proust	Q7199	
dvp_082_person_27	Donald Trump	Q22686	
dvp_082_person_28	Gerald Ford	Q9582	
dvp_082_person_29	Richard Nixon	Q9588	
dvp_082_person_30	Henry Kissinger	Q66107	
dvp_082_person_31	Richard Nixon	Q9588	
dvp_082_person_32	Walter Cronkite	Q31073	
dvp_082_person_33	Joseph Conrad	Q82925	
dvp_082_person_34	Richard Nixon	Q9588	
dvp_082_person_35	Richard Nixon	Q9588	
dvp_082_person_36	Gerald Ford	Q9582	
dvp_082_person_37	[William S.] “Bill” Smoyer [Class of 1967]		dvp_0871
dvp_082_person_38	[J. Robert] “Robbie” Peacock [II, Class of 1968]		dvp_0872
